payment_id,shipment_id,delivery_id,payment_method,payment_amount,payment_date
446767,81288,997995,cash,1002.6800000000001,2023-05-08
325351,361835,214272,cash,456.66,2023-01-06
777900,770073,239844,cash,225.20999999999998,2023-08-29
456087,449696,219095,cash,990.11,2023-12-05
145814,288301,117906,paypal,228.45,2023-03-28
448482,878417,705089,cash,559.85,2023-07-21
664562,518557,606275,paypal,182.12,2023-12-25
350550,52304,736405,paypal,257.45,2023-03-04
676796,433133,341181,credit card,203.09,2023-08-11
928501,796366,576532,paypal,108.34,2023-07-14
283830,401510,146713,cash,198.46,2023-07-29
437526,953445,646052,paypal,1000.38,2023-10-30
871767,243526,158164,credit card,208.66,2023-12-15
370497,853647,609865,paypal,754.41,2023-12-02
705203,175320,110562,cash,155.89999999999998,2023-07-30
654372,695927,468636,paypal,193.44,2023-08-03
545501,382189,889548,paypal,226.69,2023-06-12
629059,116039,547259,credit card,742.88,2023-05-20
858301,411968,395080,credit card,139.64000000000001,2023-04-15
515294,845849,941608,cash,173.65,2023-02-03
893822,394308,45502,paypal,129.49,2023-08-01
143927,921122,857646,paypal,618.23,2023-04-05
644129,922242,510372,cash,798.19,2023-09-04
460378,486495,690686,cash,96.39,2023-01-09
53643,752909,898794,cash,544.14,2023-01-29
957289,400142,153873,cash,254.74,2023-11-06
796195,583537,456977,credit card,404.6,2023-04-12
174617,683211,598979,paypal,141.14,2023-10-16
413872,151359,712342,cash,447.98,2023-04-06
613593,802190,444489,credit card,186.1,2023-06-25
246714,903578,746964,credit card,78.02,2023-11-28
812711,531861,404023,credit card,660.29,2023-10-09
252957,659256,494859,credit card,112.91,2023-11-09
565873,23612,511656,credit card,880.64,2023-08-23
203092,153309,774416,cash,181.56,2023-10-20
200537,580803,526173,credit card,81.54,2023-02-10
155276,425119,537895,credit card,159.73,2023-04-30
946888,732299,394847,credit card,100.06,2023-06-06
943624,696664,469428,credit card,641.9200000000001,2023-02-02
742099,903996,756693,credit card,1033.82,2023-02-02
635159,860456,833327,credit card,187.25,2023-04-14
949601,614106,146466,cash,871.92,2023-10-10
780452,884243,76080,cash,157.14999999999998,2023-02-10
585879,378150,212588,credit card,231.46,2023-09-02
779169,150731,880813,cash,974.27,2023-08-14
794786,199276,586443,cash,226.69,2023-10-06
985120,410575,696235,credit card,222.12,2023-08-08
576261,895975,605290,credit card,151.95,2023-02-10
439708,752798,272466,cash,722.27,2023-09-22
393455,574032,512652,credit card,140.91,2023-07-06
597090,709680,210214,paypal,400.29,2023-03-11
61156,371497,447335,paypal,100.19,2023-09-17
391750,236774,117140,cash,811.41,2023-12-22
434686,567720,376843,cash,92.96000000000001,2023-07-16
938500,181564,771002,paypal,160.75,2023-10-20
411395,563603,48840,credit card,745.18,2023-10-06
549303,119131,961472,cash,171.70999999999998,2023-02-17
133270,482473,728741,cash,129.24,2023-09-21
949118,943825,624132,credit card,67.76,2023-08-01
480800,362262,787725,credit card,168.45,2023-09-27
960044,160562,541415,cash,112.77000000000001,2023-12-30
350820,158349,586522,credit card,182.55,2023-11-18
13809,126617,759841,credit card,228.47,2023-10-16
857533,134591,485271,paypal,334.2,2023-03-01
352166,174830,435822,cash,241.23999999999998,2023-10-07
224098,153038,920332,cash,119.59,2023-03-12
88946,700134,831327,credit card,337.39,2023-12-10
291311,1150,932641,paypal,221.26,2023-03-29
82646,589410,836084,cash,80.76,2023-09-14
876460,934577,91822,credit card,119.95,2023-12-02
466079,860333,872410,cash,105.85,2023-08-20
269020,446300,267639,cash,161.95999999999998,2023-07-10
271474,713350,39077,credit card,81.97999999999999,2023-05-20
875150,773524,272137,paypal,200.12,2023-04-10
685697,287989,737776,credit card,75.71,2023-02-08
172485,21857,945819,cash,252.96,2023-07-24
460990,295811,60471,cash,257.93,2023-07-22
808952,409475,826253,cash,252.22000000000003,2023-07-21
633186,163052,988046,credit card,113.69,2023-05-07
438394,575754,510451,paypal,251.15,2023-11-04
643690,376669,872234,paypal,117.22999999999999,2023-12-14
751657,794344,460309,paypal,479.07,2023-02-03
358609,78823,762973,credit card,168.89,2023-07-19
789009,830994,397004,cash,84.26,2023-07-16
203353,54654,250927,credit card,216.36,2023-12-13
456618,128011,606201,credit card,252.73000000000002,2023-05-09
657197,133424,492277,paypal,90.44,2023-10-03
724339,105566,752187,credit card,129.47,2023-09-11
793477,796061,807425,paypal,193.74,2023-08-03
507304,352719,637827,paypal,805.42,2023-04-01
416974,982570,553102,cash,401.1,2023-03-28
381813,884758,400087,paypal,138.76,2023-03-30
794622,884868,93091,cash,923.6400000000001,2023-01-23
997681,140233,561366,paypal,227.21,2023-12-30
946179,166569,328556,cash,45.83,2023-06-28
93448,174506,277147,cash,813.93,2023-12-04
37395,11987,611507,paypal,134.67,2023-03-03
608655,219028,860051,paypal,235.94,2023-11-17
494616,267456,916063,cash,688.87,2023-03-19
966228,20090,254263,credit card,145.07,2023-03-20
671876,690406,36014,credit card,196.07,2023-07-02
730752,394773,754060,cash,230.76000000000002,2023-04-17
652607,101598,533884,credit card,820.17,2023-11-09
558049,208332,567611,paypal,762.05,2023-12-28
548923,605103,652919,paypal,61.91,2023-10-03
720216,952547,605953,credit card,366.71,2023-08-24
912211,704616,130257,paypal,88.11,2023-02-15
50287,745333,84234,cash,1034.52,2023-12-12
259006,685683,261597,cash,108.48,2023-07-09
584277,982998,858044,paypal,203.55,2023-07-30
495500,377237,627906,credit card,681.5699999999999,2023-07-03
847191,883008,409111,cash,64.25,2023-01-18
893102,564934,260054,paypal,91.00999999999999,2023-08-16
391798,680277,698247,paypal,443.40000000000003,2023-12-12
26218,539742,2780,paypal,212.49,2023-12-14
906931,761220,667480,cash,600.9,2023-11-17
735551,167808,357443,paypal,332.23,2023-05-25
67705,340688,135119,credit card,927.43,2023-06-07
201527,470761,170813,paypal,183.31,2023-05-03
684340,113304,11659,paypal,238.56,2023-03-01
143675,193652,168492,credit card,268.49,2023-06-24
502209,819710,853175,credit card,65.36,2023-08-20
698155,558893,927546,paypal,124.74,2023-01-25
772270,634361,121298,credit card,186.14,2023-05-16
326556,587118,210130,paypal,544.6999999999999,2023-07-20
594738,453480,70799,credit card,164.17000000000002,2023-03-05
585185,260695,840813,credit card,307.34,2023-02-23
803331,18651,306758,paypal,176.21,2023-01-08
788841,307784,918692,credit card,781.25,2023-05-27
812918,359672,979112,paypal,146.64,2023-01-21
293302,75108,502407,paypal,253.14,2023-03-22
490424,753524,331469,cash,194.64,2023-04-13
348940,643600,198613,paypal,148.75,2023-05-29
214524,632066,457830,paypal,665.68,2023-02-01
571786,318569,812608,credit card,797.49,2023-03-23
896751,514585,289928,cash,631.51,2023-11-28
270712,543655,233126,paypal,232.32,2023-07-08
880539,472928,394754,cash,203.7,2023-08-30
887178,422691,312464,paypal,157.49,2023-08-16
200455,945368,683382,credit card,253.98000000000002,2023-01-22
226497,276460,493151,cash,216.56,2023-01-23
246468,173062,185358,credit card,195.81,2023-12-23
276593,270436,345307,paypal,261.08,2023-12-02
94402,606803,145555,credit card,531.9399999999999,2023-07-11
770059,350373,965961,cash,217.57999999999998,2023-10-20
788322,881706,402352,paypal,453.45,2023-07-09
414724,977653,366004,cash,111.2,2023-07-05
16568,653293,292322,paypal,369.23999999999995,2023-08-02
172145,39400,308084,cash,484.84999999999997,2023-05-28
371845,635728,424387,credit card,123.69999999999999,2023-03-07
891253,527917,536334,cash,120.13999999999999,2023-05-07
130775,449809,268926,credit card,249.87,2023-08-02
975031,639330,208679,paypal,895.08,2023-10-24
754100,624366,298175,paypal,498.47,2023-01-12
986631,238140,658858,paypal,909.79,2023-03-26
995538,199282,383791,paypal,70.2,2023-05-13
940819,224338,996983,credit card,128.47,2023-05-22
675758,484023,472290,paypal,648.09,2023-05-12
960501,618568,649029,credit card,246.29000000000002,2023-09-04
786837,880241,607778,paypal,175.25,2023-07-16
821220,759014,472143,paypal,56.67,2023-06-18
579301,27209,851643,credit card,132.88,2023-03-20
366590,829823,462398,paypal,69.21000000000001,2023-12-11
90792,341314,437809,paypal,171.95,2023-08-23
912795,421366,568030,paypal,436.83,2023-09-20
49557,479081,686518,paypal,1043.29,2023-09-15
372014,563615,453808,credit card,167.38,2023-04-21
614006,308919,267035,credit card,680.16,2023-02-06
171712,658274,135589,cash,98.74000000000001,2023-06-12
504553,650357,339567,paypal,255.26,2023-01-04
636390,659532,725102,cash,204.16,2023-07-09
990051,201496,785569,cash,169.44,2023-11-09
96214,678971,650403,credit card,157.84,2023-11-10
746354,501335,551405,credit card,643.79,2023-09-29
804444,193548,444141,paypal,136.17000000000002,2023-05-10
170449,4330,774816,credit card,48.81,2023-10-03
872833,899322,678393,paypal,974.28,2023-01-07
830839,619868,298122,paypal,84.74000000000001,2023-10-02
960825,136030,441409,credit card,704.27,2023-05-23
966369,371507,397940,credit card,146.01,2023-12-26
170720,534538,902248,cash,944.8399999999999,2023-11-28
446978,77758,399247,cash,194.48000000000002,2023-03-09
534237,750761,58987,credit card,544.3000000000001,2023-02-01
876736,367095,642381,cash,224.03,2023-05-11
426478,412793,24595,credit card,154.1,2023-03-20
129409,252855,732941,credit card,234.79,2023-01-27
688352,721936,233175,paypal,865.4599999999999,2023-08-26
844664,678811,201476,paypal,113.57,2023-09-29
853545,364379,455942,cash,114.03,2023-03-03
535827,582393,579136,credit card,138.06,2023-03-18
438527,196233,86415,credit card,564.75,2023-02-03
308415,45005,734673,paypal,883.83,2023-07-10
732946,288535,669623,paypal,657.14,2023-06-16
476215,538736,891984,credit card,250.58,2023-07-24
982832,359142,99626,credit card,205.86,2023-09-26
87653,39731,820069,credit card,698.05,2023-07-28
591808,109404,202408,paypal,128.3,2023-02-28
140719,823939,727914,paypal,62.69,2023-04-30
927009,475820,253656,credit card,245.60999999999999,2023-01-20
911261,278694,389223,credit card,916.44,2023-10-29
223716,473032,471449,credit card,1003.33,2023-06-01
571610,24710,44152,cash,99.24,2023-05-31
599426,742443,654588,cash,167.32,2023-09-14
186292,933043,775953,credit card,198.20999999999998,2023-07-03
542265,389723,252028,cash,68.58,2023-11-19
730389,176019,427790,credit card,871.53,2023-10-10
278938,114631,243036,cash,650.85,2023-11-14
533136,846893,48916,cash,194.49,2023-03-05
750259,439953,124586,cash,99.11,2023-12-13
704202,993608,371749,credit card,236.58,2023-04-16
472292,204731,919191,paypal,168.9,2023-04-29
854497,439785,425136,cash,86.44,2023-03-09
166430,750132,533114,credit card,377.20000000000005,2023-07-14
383516,156158,134000,credit card,104.44,2023-12-14
380962,95787,459073,paypal,672.13,2023-02-21
111804,917558,298665,paypal,117.91,2023-03-05
389208,875583,270411,cash,180.38,2023-08-31
392345,821959,21165,credit card,101.36,2023-11-05
391007,526644,567711,paypal,228.17,2023-08-12
433875,807758,604608,paypal,158.61,2023-07-17
865380,566533,381756,paypal,274.82,2023-11-02
927196,995416,890245,credit card,488.44,2023-03-01
174385,846917,301769,cash,470.03000000000003,2023-04-18
800467,825194,787778,paypal,98.35,2023-05-02
255504,128393,398866,credit card,115.8,2023-12-03
639779,15411,805556,credit card,204.28,2023-11-16
341383,915720,250458,cash,391.53999999999996,2023-04-25
797375,175906,245440,paypal,161.17000000000002,2023-05-18
155760,888768,197636,credit card,992.05,2023-11-01
462497,213524,281656,credit card,363.01,2023-04-28
172236,518982,435231,cash,432.5,2023-08-12
678237,313860,240948,credit card,115.63999999999999,2023-11-05
68813,491592,250891,credit card,605.69,2023-07-14
772135,551000,584930,paypal,670.7,2023-05-16
471580,910775,559142,cash,168.13,2023-12-21
486269,540279,544560,cash,174.73999999999998,2023-08-14
142284,409901,979144,credit card,736.59,2023-09-08
976883,29217,669758,paypal,152.55,2023-09-26
962881,190529,200414,cash,1006.79,2023-05-12
985775,283199,267211,credit card,225.64000000000001,2023-03-25
446215,95593,892572,cash,59.199999999999996,2023-10-07
891101,411903,156876,cash,221.26000000000002,2023-09-16
3741,425090,956463,paypal,150.94,2023-01-01
752979,643038,657884,credit card,875.1199999999999,2023-03-19
348775,548937,660116,paypal,196.59,2023-07-12
529050,20711,870673,paypal,102.85,2023-04-07
891123,678314,849199,credit card,391.90000000000003,2023-01-21
863014,348559,915386,cash,84.75999999999999,2023-10-10
846137,180477,410496,credit card,107.19,2023-03-02
89397,480415,817097,paypal,157.71,2023-03-14
280704,517757,313242,credit card,181.93,2023-03-03
323122,143895,230314,cash,107.53999999999999,2023-08-04
426016,526342,742224,credit card,255.03,2023-08-08
19483,23960,759933,paypal,819.58,2023-03-02
869329,347907,262843,credit card,221.71999999999997,2023-07-28
775830,165983,740415,cash,127.62,2023-01-11
188652,3128,670386,paypal,316.77000000000004,2023-09-18
144004,599448,126871,paypal,133.46,2023-11-21
932440,325332,36377,cash,115.27000000000001,2023-11-01
127936,525157,159123,cash,78.89,2023-07-26
23161,825328,191146,credit card,237.58,2023-10-02
824282,774854,792807,cash,640.74,2023-11-22
699178,382422,598832,credit card,430.52,2023-06-20
865823,177024,127375,paypal,727.75,2023-06-25
175856,245844,916909,credit card,134.35000000000002,2023-06-16
926384,255569,741156,cash,179.11,2023-03-02
227482,819948,850506,credit card,73.86,2023-04-02
73521,600511,284386,paypal,784.38,2023-08-21
272112,547508,312246,paypal,244.18,2023-03-17
42743,697517,612064,paypal,182.18,2023-01-11
309023,474909,524826,cash,179.38,2023-10-11
539997,918892,813876,cash,72.62,2023-01-19
859288,609201,314281,credit card,94.6,2023-01-21
572191,272714,605051,credit card,219.16,2023-12-24
869079,19009,157847,paypal,953.68,2023-07-20
193343,990151,617929,credit card,198.23,2023-03-18
41823,437970,938505,cash,126.12,2023-10-15
242798,412614,80887,paypal,47.14,2023-08-09
295027,630271,177904,paypal,210.46,2023-05-06
287596,156786,783716,credit card,85.08,2023-10-03
72691,565242,391989,credit card,195.0,2023-11-12
248502,586174,52763,cash,114.44,2023-05-01
195875,641716,819387,cash,246.86,2023-06-26
291091,361147,585453,cash,1046.3,2023-08-27
453969,326766,243159,paypal,767.38,2023-06-17
701658,240659,842840,cash,172.83,2023-12-24
954531,27002,664875,paypal,596.65,2023-07-25
294655,351398,289652,credit card,151.32999999999998,2023-04-07
181161,341644,170160,cash,567.77,2023-03-30
4492,380834,540200,credit card,166.6,2023-05-11
547824,996630,32476,credit card,116.0,2023-04-26
727676,197050,310118,paypal,530.66,2023-04-07
696926,322854,210899,paypal,54.15,2023-09-12
983218,10171,128194,credit card,574.77,2023-02-10
448893,884900,441959,credit card,971.05,2023-07-10
712442,402085,150154,paypal,132.87,2023-05-11
68231,476622,989096,cash,203.60000000000002,2023-10-01
756907,382453,999141,credit card,207.55,2023-06-20
403965,266732,920424,paypal,589.59,2023-04-08
498365,891230,789670,credit card,187.17999999999998,2023-07-04
844310,451382,537955,credit card,124.62,2023-04-11
980729,605132,781225,cash,402.3,2023-02-09
893043,587665,672930,credit card,253.71,2023-12-26
248880,676465,211137,credit card,91.24000000000001,2023-05-04
721087,442009,805674,paypal,141.89,2023-06-12
865485,556038,440022,cash,190.56,2023-06-25
988103,137750,77769,credit card,251.93,2023-01-21
231583,874647,709592,credit card,175.14999999999998,2023-08-28
136391,211517,125502,credit card,353.98,2023-12-15
840416,80173,181484,paypal,182.37,2023-07-05
357107,554862,376381,cash,218.51,2023-04-08
618699,685751,231554,credit card,898.98,2023-10-08
200894,849458,460682,paypal,190.42999999999998,2023-01-17
458886,28123,284962,cash,224.93,2023-06-17
815039,88828,167661,paypal,67.21000000000001,2023-10-29
837550,322516,558584,paypal,857.1,2023-09-25
348445,191986,102404,credit card,930.42,2023-08-25
220737,884969,89094,cash,198.95,2023-12-29
419119,873645,100412,credit card,145.29000000000002,2023-10-13
685052,899782,411877,paypal,889.58,2023-11-04
57517,106628,807113,paypal,758.9,2023-09-28
359506,813218,412863,cash,135.94,2023-06-07
485939,457150,110223,paypal,185.76999999999998,2023-01-30
818295,99384,154425,paypal,190.58,2023-05-30
743539,865356,963219,paypal,72.73,2023-11-15
519252,64258,372062,credit card,708.42,2023-07-19
607592,152591,748535,paypal,226.93,2023-04-12
202005,419499,515567,paypal,471.96000000000004,2023-03-22
523297,918362,100464,credit card,743.11,2023-05-28
449965,491628,487264,paypal,100.46,2023-11-02
242314,54154,865407,cash,183.04000000000002,2023-11-20
170423,526759,872914,credit card,260.4,2023-12-01
47695,408679,512057,paypal,220.54,2023-08-09
103818,299809,474595,credit card,867.97,2023-06-06
347494,310853,854977,cash,158.96,2023-01-12
670841,35485,920450,paypal,152.5,2023-08-20
331665,97844,662198,credit card,832.1099999999999,2023-02-03
834570,921158,216740,paypal,111.82,2023-10-09
649563,946148,474069,paypal,215.76,2023-06-10
634802,499602,945155,cash,197.35000000000002,2023-07-08
948983,184335,960081,cash,191.85000000000002,2023-03-18
492284,589700,236050,paypal,189.54000000000002,2023-02-27
989256,634129,752461,paypal,496.99,2023-06-16
430209,900570,402430,credit card,159.6,2023-06-21
37686,932437,861588,paypal,164.22,2023-07-06
333938,987111,573154,paypal,107.08,2023-12-03
903220,746105,994730,cash,922.49,2023-07-19
727092,322926,298326,paypal,72.15,2023-08-19
668173,895280,187762,credit card,126.94,2023-05-02
603184,152169,399403,paypal,755.7,2023-10-10
116841,169377,514197,cash,449.9,2023-10-07
464672,388708,885599,credit card,561.86,2023-07-07
212236,303707,424976,credit card,712.0,2023-12-17
192326,306187,689468,cash,162.18,2023-08-04
904721,131327,989200,cash,198.17,2023-12-25
351301,749864,61579,credit card,73.34,2023-06-20
307648,915906,392529,paypal,551.81,2023-11-04
249033,805016,655677,credit card,959.18,2023-12-18
167547,193990,364145,paypal,593.65,2023-04-26
33997,365250,11872,cash,186.8,2023-04-24
371450,865865,940674,credit card,56.44,2023-09-05
618065,131,751840,credit card,691.25,2023-06-24
291586,52978,57314,credit card,89.69,2023-02-17
816153,982103,316719,credit card,538.62,2023-12-15
370975,583743,515244,credit card,456.59000000000003,2023-08-31
953336,409370,252783,cash,618.13,2023-11-01
985532,263398,32402,credit card,87.69,2023-04-24
428286,249975,763576,paypal,247.93,2023-09-25
924121,873977,33372,paypal,827.83,2023-07-29
492562,331299,473493,cash,129.63,2023-02-04
36429,862639,726326,cash,110.57,2023-10-13
739519,562878,460863,credit card,159.32999999999998,2023-12-26
1471,152695,190836,cash,960.1899999999999,2023-01-07
670985,569729,261206,cash,97.31,2023-02-14
521051,789448,856154,credit card,204.26000000000002,2023-02-20
577372,192202,885387,cash,210.89000000000001,2023-10-02
397025,232422,172777,paypal,86.06,2023-04-11
176691,460010,533397,credit card,106.12,2023-08-03
130033,772359,216021,cash,195.84,2023-08-05
88353,76970,399490,credit card,74.18,2023-04-18
422607,156029,311197,paypal,70.78999999999999,2023-04-25
138036,4086,343682,cash,153.23000000000002,2023-09-13
174115,873288,553466,cash,131.88,2023-08-26
874001,416528,796175,credit card,109.22,2023-05-10
972231,299193,232791,credit card,301.02,2023-11-16
871684,804667,897546,paypal,331.83000000000004,2023-08-28
702032,178543,580021,paypal,361.59,2023-05-05
101918,388304,830188,cash,242.36,2023-09-06
125770,401010,7035,credit card,206.75,2023-07-19
743978,820300,190123,cash,197.39,2023-10-05
109590,375469,217090,paypal,299.39,2023-02-20
361087,430134,382860,paypal,240.5,2023-03-20
958411,810612,864200,paypal,229.84,2023-08-15
800554,882659,521671,credit card,230.06,2023-02-05
80120,418834,801910,paypal,104.28,2023-07-14
342208,259856,879991,cash,220.49,2023-10-06
755310,539530,664485,cash,151.77,2023-09-28
71571,732237,404424,cash,231.54000000000002,2023-03-14
744943,671993,923072,credit card,243.85,2023-05-12
549771,192083,211093,credit card,924.14,2023-04-07
479987,466501,890022,cash,115.32999999999998,2023-12-06
206496,908055,687708,paypal,181.32,2023-04-03
173370,581505,80121,paypal,897.08,2023-09-16
795951,152590,441076,paypal,151.5,2023-05-10
321238,883795,351936,paypal,163.51999999999998,2023-07-14
230135,123600,220547,cash,246.82,2023-06-22
543175,189158,494580,cash,511.49,2023-12-18
808239,670645,815839,cash,182.95999999999998,2023-09-19
172616,249508,529406,paypal,172.62,2023-11-27
914994,46462,956280,credit card,150.48,2023-02-24
91054,220766,348472,cash,184.76,2023-02-12
688494,565760,449619,credit card,247.48,2023-12-10
153782,427707,813091,credit card,192.38,2023-04-18
897353,307942,776881,cash,145.68,2023-10-02
344378,883763,237146,paypal,589.0999999999999,2023-06-27
41775,618860,891059,paypal,214.35999999999999,2023-12-10
58635,122734,40621,credit card,224.72000000000003,2023-08-15
74325,775841,849848,cash,242.23999999999998,2023-02-11
552826,894556,162301,cash,61.599999999999994,2023-01-06
612917,280276,150107,paypal,215.92999999999998,2023-02-12
892287,417706,676916,credit card,718.56,2023-05-31
238301,799203,363253,paypal,366.55,2023-06-03
969350,721669,818946,credit card,139.92,2023-02-02
933563,362528,286981,credit card,215.41000000000003,2023-10-01
825083,32694,319430,credit card,248.02,2023-09-18
769934,853478,43522,credit card,204.3,2023-04-08
666190,627596,524987,paypal,203.55,2023-06-09
106747,247289,559273,cash,721.9599999999999,2023-07-22
505437,906655,12419,credit card,875.25,2023-03-13
115955,712010,600838,credit card,248.43,2023-11-26
459728,613853,633332,cash,243.76999999999998,2023-09-29
76819,368159,4409,cash,786.4300000000001,2023-12-26
109787,161563,423462,credit card,242.3,2023-03-10
96118,4863,417713,credit card,897.39,2023-02-15
193614,8458,982775,cash,131.17000000000002,2023-10-07
43439,248891,618271,credit card,181.82999999999998,2023-09-16
585612,163062,822049,cash,691.9599999999999,2023-02-17
754110,322416,823312,cash,195.96,2023-01-20
337453,673704,429091,credit card,349.24,2023-08-16
836666,807874,423485,paypal,250.10999999999999,2023-02-18
582247,659764,931384,credit card,43.5,2023-04-06
571410,855993,947526,credit card,590.87,2023-11-19
380941,310927,536558,credit card,87.9,2023-05-19
989534,435218,945909,paypal,391.5,2023-02-09
662151,558648,541368,cash,72.94,2023-09-15
980879,601427,614360,credit card,184.92000000000002,2023-05-26
846490,53988,374347,cash,103.23,2023-11-04
392894,252832,847156,paypal,215.71,2023-05-18
964585,382529,723466,credit card,81.74000000000001,2023-08-23
911339,899523,316473,credit card,170.66,2023-09-12
423676,447315,2880,paypal,996.7099999999999,2023-02-20
249230,773618,767297,cash,788.36,2023-03-03
917275,102310,929957,paypal,109.41999999999999,2023-09-03
521488,951271,760429,paypal,128.17,2023-05-29
632135,571170,574203,paypal,83.84,2023-03-12
403505,847180,837032,paypal,758.38,2023-07-03
390518,668213,653756,paypal,781.14,2023-11-01
887913,554610,495900,cash,148.14,2023-12-31
71689,321574,438220,cash,235.01999999999998,2023-06-03
439389,294481,167466,paypal,93.1,2023-03-24
151618,627784,769830,cash,68.00999999999999,2023-03-09
217475,273997,556912,credit card,217.06,2023-06-11
673015,94539,331493,cash,241.82999999999998,2023-06-05
192735,774234,236069,credit card,203.51,2023-04-28
304728,909577,152413,cash,982.3499999999999,2023-10-14
50797,581309,352014,paypal,213.66,2023-04-25
385207,7191,120479,paypal,741.09,2023-01-15
775534,757500,717561,credit card,244.96,2023-09-15
82894,615862,240978,paypal,504.92,2023-12-14
33586,754168,829073,credit card,170.15,2023-11-28
276688,717734,539693,paypal,226.11,2023-11-21
237705,413968,270933,credit card,983.38,2023-03-19
234194,927791,707930,credit card,93.72,2023-06-08
115595,248331,667893,credit card,52.27,2023-03-19
490315,135519,836458,paypal,292.54,2023-09-20
824249,917372,391364,cash,218.87,2023-05-13
303758,791546,755791,credit card,462.27,2023-02-10
216135,843090,760775,cash,865.27,2023-02-06
783721,870463,712136,paypal,124.56,2023-04-07
286426,53920,946566,cash,531.8399999999999,2023-12-29
208361,792297,601332,paypal,451.65999999999997,2023-12-12
120186,678494,651249,paypal,209.25,2023-04-13
149027,805819,371973,credit card,224.81,2023-08-16
909571,742104,737141,credit card,551.5,2023-12-08
537117,264458,403078,paypal,148.79000000000002,2023-05-29
495029,1350,787158,paypal,78.66,2023-06-28
4044,328137,809471,credit card,696.6999999999999,2023-02-26
8276,418467,747160,credit card,225.20999999999998,2023-04-17
141356,381373,955775,cash,174.79999999999998,2023-04-07
213528,716700,985880,cash,60.79,2023-11-22
429734,439768,829257,paypal,801.27,2023-08-04
758213,147042,91774,credit card,813.81,2023-08-27
622029,97229,853467,paypal,869.23,2023-08-02
552431,573165,329002,cash,870.31,2023-02-05
741846,249901,187829,cash,1003.76,2023-06-11
582949,859441,9844,cash,103.32,2023-10-24
629290,492493,512265,paypal,149.31,2023-10-22
873520,602148,191620,credit card,776.4799999999999,2023-06-04
161164,932383,952463,cash,373.42,2023-04-10
450608,272113,835244,credit card,877.44,2023-05-24
844665,466397,547014,paypal,257.0,2023-09-27
591524,986049,482537,cash,161.15,2023-02-23
933508,40415,440253,paypal,172.0,2023-06-12
148401,941128,634186,cash,815.03,2023-01-21
7984,616828,628572,paypal,303.31,2023-11-06
205620,28213,65201,credit card,658.4,2023-12-13
448562,848335,256674,credit card,731.5,2023-02-24
166242,751396,311617,credit card,508.96999999999997,2023-01-27
103433,855474,831466,credit card,190.51999999999998,2023-06-18
261559,700694,430451,cash,77.12,2023-09-13
161258,45261,128309,cash,146.64,2023-09-04
726097,278046,358882,credit card,153.57999999999998,2023-03-17
889928,208615,744935,cash,109.36000000000001,2023-09-14
649593,971389,503236,credit card,73.06,2023-05-19
449068,560485,136193,cash,105.44,2023-09-11
469532,407892,440650,credit card,70.7,2023-12-15
13254,174701,177617,credit card,482.08,2023-07-09
529324,710839,823626,credit card,200.12,2023-03-21
435035,773463,869403,credit card,205.76999999999998,2023-05-11
503552,140375,738925,paypal,56.69,2023-11-26
208985,47679,256589,cash,222.69,2023-05-04
400897,173,187454,paypal,146.56,2023-10-03
772351,966259,196169,paypal,280.18,2023-09-13
96541,933759,981104,paypal,123.96000000000001,2023-04-07
670665,731992,795950,credit card,176.04000000000002,2023-09-24
897502,396809,265237,cash,832.47,2023-07-01
603677,723940,386414,paypal,921.2199999999999,2023-07-22
21499,826736,355245,paypal,126.68,2023-11-11
854242,392685,435328,cash,157.16,2023-09-08
12387,537951,420097,paypal,669.3599999999999,2023-11-11
635434,124177,567083,credit card,563.0799999999999,2023-11-26
33568,637951,330354,paypal,168.14000000000001,2023-08-07
426197,487801,342749,paypal,84.07,2023-12-18
849827,826623,271892,credit card,97.38000000000001,2023-12-07
297659,665566,309467,cash,70.73,2023-04-25
216682,937140,189517,cash,79.8,2023-03-25
561525,179117,413586,paypal,170.25,2023-10-06
509683,808972,623863,cash,650.82,2023-10-29
885040,330655,123116,cash,106.51,2023-06-13
275632,608233,531220,credit card,116.61,2023-03-07
556652,433524,523229,cash,646.93,2023-02-19
9323,665311,307553,credit card,190.91,2023-01-21
568563,53324,959299,cash,220.01,2023-02-02
667586,918535,698969,paypal,105.16,2023-10-07
964888,518534,542937,credit card,243.98999999999998,2023-02-18
870771,153665,575653,cash,182.11,2023-05-15
268152,548907,559009,credit card,494.76,2023-03-20
94492,190634,70093,credit card,69.81,2023-09-05
804819,867156,36461,paypal,52.35,2023-07-11
914116,186035,799544,credit card,203.89,2023-08-24
820796,434750,375511,paypal,64.53,2023-02-19
994406,796226,44397,credit card,235.81,2023-01-02
804498,940310,143552,paypal,48.67,2023-09-27
363719,630365,161858,cash,948.3,2023-08-14
939684,822421,202955,credit card,996.7099999999999,2023-02-07
209571,27708,615738,cash,53.12,2023-10-18
780510,795100,618242,cash,727.14,2023-06-16
467833,931400,239708,cash,121.41,2023-10-21
994332,759657,628793,cash,196.94,2023-08-11
559875,790655,285229,credit card,261.46999999999997,2023-09-24
324483,936976,887807,paypal,73.72,2023-09-22
118908,653017,299595,cash,583.5,2023-10-09
418977,921405,411530,paypal,225.95,2023-09-21
439089,449561,424193,paypal,62.15,2023-08-17
780734,418894,14794,paypal,201.8,2023-03-09
204294,629786,847300,credit card,234.54,2023-01-13
362616,376417,802648,cash,76.64999999999999,2023-09-25
